"countryCode","stateProvince","higherClassification","month","locality","higherGeography","sex","decimalLatitude","decimalLongitude","dateIdentified","coordinateUncertaintyInMeters","footprintWKT","country"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Anahim Lake","Canada, British Columbia",NA,828731.611132521,1046259.86448514,"1999-01-27T00:00:00",2335,"POLYGON((-125.282356023231 52.4673679330346,-125.282804140955 52.4632630665651,-125.28455457309 52.4592904533491,-125.287539734296 52.4556027070289,-125.291644680973 52.452341460711,-125.29671156271 52.4496319370181,-125.302545703448 52.4475781518658,-125.308923076423 52.4462589338433,-125.315598886586 52.4457249096465,-125.322316934792 52.4459965691714,-125.328819410437 52.4470634830125,-125.334856744231 52.4488847016943,-125.340197150802 52.4513903215288,-125.344635501689 52.4544841581058,-125.348001192997 52.4580474266248,-125.350164707696 52.4619432900592,-125.351042619482 52.4660221029006,-125.350600841895 52.4701271512268,-125.348855991304 52.4741006701443,-125.345874803311 52.4777899081258,-125.341771616631 52.4810530049734,-125.33670401373 52.4837644563379,-125.330866780455 52.4858199528333,-125.324484414383 52.4871404053336,-125.317802470716 52.4876749992047,-125.311078082369 52.4874031578229,-125.304570025179 52.4863353382797,-125.298528718171 52.4845126279356,-125.293186551608 52.482005157571,-125.288748921889 52.4789093933226,-125.285386323119 52.4753444134612,-125.283227801516 52.4714473155499,-125.282356023231 52.4673679330346))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Anahim Lake","Canada, British Columbia",NA,828731.611132521,1046259.86448514,"1999-01-27T00:00:00",2335,"POLYGON((-125.282356023231 52.4673679330346,-125.282804140955 52.4632630665651,-125.28455457309 52.4592904533491,-125.287539734296 52.4556027070289,-125.291644680973 52.452341460711,-125.29671156271 52.4496319370181,-125.302545703448 52.4475781518658,-125.308923076423 52.4462589338433,-125.315598886586 52.4457249096465,-125.322316934792 52.4459965691714,-125.328819410437 52.4470634830125,-125.334856744231 52.4488847016943,-125.340197150802 52.4513903215288,-125.344635501689 52.4544841581058,-125.348001192997 52.4580474266248,-125.350164707696 52.4619432900592,-125.351042619482 52.4660221029006,-125.350600841895 52.4701271512268,-125.348855991304 52.4741006701443,-125.345874803311 52.4777899081258,-125.341771616631 52.4810530049734,-125.33670401373 52.4837644563379,-125.330866780455 52.4858199528333,-125.324484414383 52.4871404053336,-125.317802470716 52.4876749992047,-125.311078082369 52.4874031578229,-125.304570025179 52.4863353382797,-125.298528718171 52.4845126279356,-125.293186551608 52.482005157571,-125.288748921889 52.4789093933226,-125.285386323119 52.4753444134612,-125.283227801516 52.4714473155499,-125.282356023231 52.4673679330346))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Anahim Lake","Canada, British Columbia",NA,828731.611132521,1046259.86448514,"1999-01-27T00:00:00",2335,"POLYGON((-125.282356023231 52.4673679330346,-125.282804140955 52.4632630665651,-125.28455457309 52.4592904533491,-125.287539734296 52.4556027070289,-125.291644680973 52.452341460711,-125.29671156271 52.4496319370181,-125.302545703448 52.4475781518658,-125.308923076423 52.4462589338433,-125.315598886586 52.4457249096465,-125.322316934792 52.4459965691714,-125.328819410437 52.4470634830125,-125.334856744231 52.4488847016943,-125.340197150802 52.4513903215288,-125.344635501689 52.4544841581058,-125.348001192997 52.4580474266248,-125.350164707696 52.4619432900592,-125.351042619482 52.4660221029006,-125.350600841895 52.4701271512268,-125.348855991304 52.4741006701443,-125.345874803311 52.4777899081258,-125.341771616631 52.4810530049734,-125.33670401373 52.4837644563379,-125.330866780455 52.4858199528333,-125.324484414383 52.4871404053336,-125.317802470716 52.4876749992047,-125.311078082369 52.4874031578229,-125.304570025179 52.4863353382797,-125.298528718171 52.4845126279356,-125.293186551608 52.482005157571,-125.288748921889 52.4789093933226,-125.285386323119 52.4753444134612,-125.283227801516 52.4714473155499,-125.282356023231 52.4673679330346))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Anahim Lake","Canada, British Columbia",NA,828731.611132521,1046259.86448514,"1999-01-27T00:00:00",2335,"POLYGON((-125.282356023231 52.4673679330346,-125.282804140955 52.4632630665651,-125.28455457309 52.4592904533491,-125.287539734296 52.4556027070289,-125.291644680973 52.452341460711,-125.29671156271 52.4496319370181,-125.302545703448 52.4475781518658,-125.308923076423 52.4462589338433,-125.315598886586 52.4457249096465,-125.322316934792 52.4459965691714,-125.328819410437 52.4470634830125,-125.334856744231 52.4488847016943,-125.340197150802 52.4513903215288,-125.344635501689 52.4544841581058,-125.348001192997 52.4580474266248,-125.350164707696 52.4619432900592,-125.351042619482 52.4660221029006,-125.350600841895 52.4701271512268,-125.348855991304 52.4741006701443,-125.345874803311 52.4777899081258,-125.341771616631 52.4810530049734,-125.33670401373 52.4837644563379,-125.330866780455 52.4858199528333,-125.324484414383 52.4871404053336,-125.317802470716 52.4876749992047,-125.311078082369 52.4874031578229,-125.304570025179 52.4863353382797,-125.298528718171 52.4845126279356,-125.293186551608 52.482005157571,-125.288748921889 52.4789093933226,-125.285386323119 52.4753444134612,-125.283227801516 52.4714473155499,-125.282356023231 52.4673679330346))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"One-Eye Lake","Canada, British Columbia",NA,773346.201510359,1075383.17492638,"1999-01-27T00:00:00",4595,"POLYGON((-124.83315116 51.967759932741,-124.834106745109 51.959684152727,-124.837593448876 51.9518786421334,-124.843476097704 51.9446431590166,-124.851527794514 51.9382554313158,-124.86143876389 51.9329605338416,-124.872828309622 51.9289615312975,-124.885259417308 51.926411737645,-124.898255445134 51.9254088797485,-124.911318277182 51.9259913812275,-124.923947266399 51.9281369033811,-124.935658269394 51.931763196619,-124.946002072459 51.9367312307321,-124.954581527848 51.9428504883037,-124.961066761011 51.949886225291,-124.965207872851 51.9575684289594,-124.966844645215 51.9656021384927,-124.965912861379 51.9736787401634,-124.962446973986 51.9814878091308,-124.956578987535 51.9887290456111,-124.948533566887 51.9951238457702,-124.938619531959 52.0004260580812,-124.92721804565 52.0044315042223,-124.914767940201 52.0069858892505,-124.901748749666 52.007990787303,-124.888662116288 52.007407464164,-124.876012310667 52.0052583836253,-124.864286645311 52.0016263370115,-124.853936566136 51.9966512304336,-124.845360176358 51.9905246580286,-124.838886883801 51.9834824774555,-124.834764769708 51.9757956824239,-124.83315116 51.967759932741))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"W branch, Homalko River","Canada, British Columbia",NA,658296.579700715,1079588.78167924,"1999-01-27T00:00:00",210,"POLYGON((-124.86368011502 50.9333807219195,-124.863722785511 50.9330115830847,-124.863878598311 50.9326547974398,-124.864141563292 50.9323240756492,-124.864501573217 50.9320321265068,-124.864944792408 50.9317901686444,-124.865454188545 50.9316074995293,-124.86601018716 50.9314911382953,-124.866591423666 50.9314455561139,-124.867175564066 50.9314725044493,-124.867740162836 50.9315709477863,-124.86826352509 50.9317371034105,-124.868725539953 50.9319645867132,-124.869108453151 50.9322446564487,-124.8693975492 50.9325665505318,-124.869581716962 50.9329178994914,-124.869653876844 50.9332852017096,-124.869611253188 50.9336543422018,-124.869455481332 50.9340111350117,-124.86919254517 50.934341868384,-124.868832547552 50.9346338317617,-124.868389322283 50.9348758043458,-124.867879902608 50.9350584864277,-124.867323866578 50.9351748568995,-124.866742584476 50.9352204431834,-124.866158397242 50.9351934931906,-124.865593757529 50.9350950426886,-124.865070366454 50.9349288754827,-124.864608339284 50.9347013779447,-124.864225432164 50.9344212934875,-124.863936359653 50.9340993864376,-124.863752229306 50.9337480282402,-124.86368011502 50.9333807219195))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Indianpoint Lake, 15 mi NE Barkerville","Canada, British Columbia","FEMALE",928274.798596362,1314717.38180506,"1999-01-27T00:00:00",6025,"POLYGON((-121.176409849349 53.2653529650566,-121.178593547137 53.2548189517352,-121.184160259013 53.2447425813626,-121.192894051992 53.2355106159383,-121.204458027109 53.2274771771693,-121.218407456755 53.220950237885,-121.23420692399 53.2161799003577,-121.251250798306 53.2133488947956,-121.268886276472 53.2125656466005,-121.28643813837 53.2138601653637,-121.303234316423 53.2171829052317,-121.318631353032 53.2224066384014,-121.332038823386 53.2293312743295,-121.342941831134 53.2376914499788,-121.350920741949 53.2471666143238,-121.355667405148 53.2573932366614,-121.35699722608 53.2679786862854,-121.354856590919 53.2785162639606,-121.349325308652 53.2886008163639,-121.340613918438 53.2978443358648,-121.329055908602 53.3058909417609,-121.315095098551 53.3124306566495,-121.29926863775 53.3172114332839,-121.28218626622 53.3200489521876,-121.264506648066 53.3208337963537,-121.246911723361 53.3195357132161,-121.230080115643 53.3162047912766,-121.214660676369 53.3109695039932,-121.20124724093 53.3040317009265,-121.190355613765 53.2956587496936,-121.182403696573 53.2861731462823,-121.177695530488 53.27594001064,-121.176409849349 53.2653529650566))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Fourteen Mile Creek, Bowron River, Barkerville District","Canada, British Columbia",NA,942035.938564102,1297172.21334929,"1999-01-27T00:00:00",3127,"POLYGON((-121.46968590866 53.3994066226162,-121.47078581924 53.3939365419004,-121.473649423561 53.3886997665499,-121.478166125015 53.3838974184423,-121.48416199935 53.3797138722904,-121.491406531474 53.3763096971489,-121.499621488555 53.3738155165905,-121.50849158629 53.3723270188328,-121.517676542441 53.3719013040438,-121.526824063964 53.3725547054824,-121.535583282227 53.3742621658719,-121.543618135644 53.3769581923597,-121.550620200717 53.3805393545706,-121.556320491088 53.3848682325969,-121.560499779306 53.389778667257,-121.562997047008 53.3950821155129,-121.563715735011 53.4005748713661,-121.562627543739 53.4060458785015,-121.559773624337 53.4112848368472,-121.555263098972 53.4160902921852,-121.549268951642 53.4202773967554,-121.542021434515 53.4236850397664,-121.533799234858 53.4261820696937,-121.524918739592 53.4276723645281,-121.515721813884 53.4280985505128,-121.50656257304 53.4274442226531,-121.497793669854 53.4257345792653,-121.489752640355 53.4230354455445,-121.482748848291 53.4194507249144,-121.477051542937 53.41511837902,-121.472879497299 53.4102050949941,-121.470392627121 53.4048998496641,-121.46968590866 53.3994066226162))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Fourteen Mile Creek, Bowron River, Barkerville District","Canada, British Columbia",NA,942035.938564102,1297172.21334929,"1999-01-27T00:00:00",3127,"POLYGON((-121.46968590866 53.3994066226162,-121.47078581924 53.3939365419004,-121.473649423561 53.3886997665499,-121.478166125015 53.3838974184423,-121.48416199935 53.3797138722904,-121.491406531474 53.3763096971489,-121.499621488555 53.3738155165905,-121.50849158629 53.3723270188328,-121.517676542441 53.3719013040438,-121.526824063964 53.3725547054824,-121.535583282227 53.3742621658719,-121.543618135644 53.3769581923597,-121.550620200717 53.3805393545706,-121.556320491088 53.3848682325969,-121.560499779306 53.389778667257,-121.562997047008 53.3950821155129,-121.563715735011 53.4005748713661,-121.562627543739 53.4060458785015,-121.559773624337 53.4112848368472,-121.555263098972 53.4160902921852,-121.549268951642 53.4202773967554,-121.542021434515 53.4236850397664,-121.533799234858 53.4261820696937,-121.524918739592 53.4276723645281,-121.515721813884 53.4280985505128,-121.50656257304 53.4274442226531,-121.497793669854 53.4257345792653,-121.489752640355 53.4230354455445,-121.482748848291 53.4194507249144,-121.477051542937 53.41511837902,-121.472879497299 53.4102050949941,-121.470392627121 53.4048998496641,-121.46968590866 53.3994066226162))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"head of Victoria, vicinity of Barkerville, Cariboo District","Canada, British Columbia","MALE",784251.351622568,1274052.47035461,"1999-01-27T00:00:00",3036,"POLYGON((-121.955783256912 51.9996163014536,-121.956756637756 51.994299418658,-121.959391198856 51.9892018697343,-121.963585212132 51.9845194421142,-121.969177191469 51.9804319223592,-121.97595214589 51.9770962108935,-121.983649855706 51.9746403198811,-121.991974851506 51.973158480732,-122.000607715743 51.9727075451735,-122.009217280679 51.9733048148117,-122.017473265621 51.9749273804257,-122.025058881325 51.9775129957525,-122.031682930541 51.9809624531821,-122.03709095081 51.985143372545,-122.041074978577 51.9898952609767,-122.043481561671 51.9950356535711,-122.044217709169 52.0003671029391,-122.04325454205 52.0056847524928,-122.040628492654 52.0107842046406,-122.036439993231 52.0154693822025,-122.03084969046 52.0195600799639,-122.024072320076 52.0228989136779,-122.016368469573 52.0253573958465,-122.008034543224 52.026840900579,-121.999391318174 52.0272923225778,-121.990771539503 52.0266942861803,-121.982507042854 52.0250698173399,-121.974915913302 52.0224814520691,-121.96829018753 52.0190288166324,-121.962884583235 52.0148447750222,-121.958906696159 52.0100902954366,-121.956509043609 52.004948237261,-121.955783256912 51.9996163014536))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Beaver Pass, Barkerville District","Canada, British Columbia",NA,908939.255716057,1273618.17504121,"1999-01-27T00:00:00",2567,"POLYGON((-121.861653566217 53.1163394965867,-121.862509180204 53.1118456363644,-121.864805054866 53.1075385225385,-121.868452592815 53.1035835939087,-121.873311383819 53.1001327193912,-121.879194636678 53.0973183795611,-121.885876368123 53.0952485959683,-121.893100070902 53.0940027999808,-121.900588530433 53.093628796874,-121.908054419003 53.0941409393224,-121.91521126931 53.095519578877,-121.921784415996 53.0977118160502,-121.927521494891 53.1006335209362,-121.932202104974 53.1041725485756,-121.935646267266 53.1081930281789,-121.937721357286 53.1125405644778,-121.938347242275 53.1170481543713,-121.937499419642 53.1215425940336,-121.935210027086 53.125851131906,-121.931566675155 53.1298081123908,-121.926709136796 53.1332613541958,-121.920824012505 53.1360780163479,-121.914137570456 53.1381497237446,-121.90690703505 53.139396752136,-121.899410661074 53.139771108624,-121.891936981144 53.1392583867349,-121.884773648729 53.1378783231325,-121.878196316029 53.1356840341031,-121.872457984495 53.1327599619292,-121.86777924585 53.1292186119684,-121.864339794163 53.1251962085624,-121.862271536767 53.1208474398609,-121.861653566217 53.1163394965867))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Beaver Pass, Barkerville District","Canada, British Columbia",NA,908939.255716057,1273618.17504121,"1999-01-27T00:00:00",2567,"POLYGON((-121.861653566217 53.1163394965867,-121.862509180204 53.1118456363644,-121.864805054866 53.1075385225385,-121.868452592815 53.1035835939087,-121.873311383819 53.1001327193912,-121.879194636678 53.0973183795611,-121.885876368123 53.0952485959683,-121.893100070902 53.0940027999808,-121.900588530433 53.093628796874,-121.908054419003 53.0941409393224,-121.91521126931 53.095519578877,-121.921784415996 53.0977118160502,-121.927521494891 53.1006335209362,-121.932202104974 53.1041725485756,-121.935646267266 53.1081930281789,-121.937721357286 53.1125405644778,-121.938347242275 53.1170481543713,-121.937499419642 53.1215425940336,-121.935210027086 53.125851131906,-121.931566675155 53.1298081123908,-121.926709136796 53.1332613541958,-121.920824012505 53.1360780163479,-121.914137570456 53.1381497237446,-121.90690703505 53.139396752136,-121.899410661074 53.139771108624,-121.891936981144 53.1392583867349,-121.884773648729 53.1378783231325,-121.878196316029 53.1356840341031,-121.872457984495 53.1327599619292,-121.86777924585 53.1292186119684,-121.864339794163 53.1251962085624,-121.862271536767 53.1208474398609,-121.861653566217 53.1163394965867))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Swift River, Barkerville District","Canada, British Columbia",NA,895862.476505698,1259699.64448277,"1999-01-27T00:00:00",18081,"POLYGON((-121.849385932948 53.0043983246517,-121.85540077852 52.9727450079509,-121.871513807117 52.942406243223,-121.897087746429 52.9145439335381,-121.931128194581 52.8902230718665,-121.97232355026 52.8703716885144,-122.019095897411 52.8557461859336,-122.069660830491 52.8469032435418,-122.122094052155 52.8441792284169,-122.17440248225 52.8476777854456,-122.224597566442 52.8572660087035,-122.270768450755 52.8725793188737,-122.311152687824 52.8930348927588,-122.3442021624 52.9178532135106,-122.3686419761 52.9460870376873,-122.383520129551 52.9766568124349,-122.388246003189 53.0083913295078,-122.38261588648 53.040072181124,-122.366824156682 53.0704803965482,-122.341459172424 53.0984435001608,-122.307483522547 53.1228811546864,-122.266198940119 53.1428475494041,-122.219196922016 53.1575687721057,-122.168296837953 53.1664735701629,-122.115474010494 53.1692161588773,-122.062780837039 53.1656900654624,-122.012264448755 53.1560323883268,-121.965884616398 53.1406182812003,-121.925435596261 53.1200459133596,-121.892475362931 53.0951125827128,-121.868265225478 53.0667830415969,-121.853722215999 53.0361514142123,-121.849385932948 53.0043983246517))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lightning Creek, Barkerville District","Canada, British Columbia",NA,903787.565976368,1277641.02379018,"1999-01-27T00:00:00",21478,"POLYGON((-121.523950130381 53.0649560376866,-121.531387510019 53.027377891337,-121.550818824433 52.9913935917298,-121.581472012176 52.9583802366924,-121.622152987184 52.9295983337829,-121.671293891205 52.9061446053491,-121.727013959242 52.888911252978,-121.787190589827 52.8785530362577,-121.849538084123 52.8754632303555,-121.911691454119 52.8797592237166,-121.971292673223 52.8912782069096,-122.02607673253 52.9095830897256,-122.073954863259 52.9339784681764,-122.113092291688 52.9635361478448,-122.141977919676 52.9971294176046,-122.159483393508 53.0334749622763,-122.164909164974 53.0711810110175,-122.15801539256 53.1088000500572,-122.139035905853 53.1448841968855,-122.108673981806 53.1780411542291,-122.068079361069 53.2069885536823,-122.018806748591 53.230604478001,-121.962756954545 53.2479720320831,-121.902102776011 53.2584160239578,-121.839202617333 53.2615301186664,-121.776505611312 53.2571932295609,-121.71645255444 53.245574392741,-121.661377246007 53.227125901614,-121.613412791676 53.2025650245332,-121.574407100504 53.1728451520342,-121.545851208588 53.1391176869692,-121.528823268133 53.102686373148,-121.523950130381 53.0649560376866))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lightning Creek, Barkerville District","Canada, British Columbia",NA,903787.565976368,1277641.02379018,"1999-01-27T00:00:00",21478,"POLYGON((-121.523950130381 53.0649560376866,-121.531387510019 53.027377891337,-121.550818824433 52.9913935917298,-121.581472012176 52.9583802366924,-121.622152987184 52.9295983337829,-121.671293891205 52.9061446053491,-121.727013959242 52.888911252978,-121.787190589827 52.8785530362577,-121.849538084123 52.8754632303555,-121.911691454119 52.8797592237166,-121.971292673223 52.8912782069096,-122.02607673253 52.9095830897256,-122.073954863259 52.9339784681764,-122.113092291688 52.9635361478448,-122.141977919676 52.9971294176046,-122.159483393508 53.0334749622763,-122.164909164974 53.0711810110175,-122.15801539256 53.1088000500572,-122.139035905853 53.1448841968855,-122.108673981806 53.1780411542291,-122.068079361069 53.2069885536823,-122.018806748591 53.230604478001,-121.962756954545 53.2479720320831,-121.902102776011 53.2584160239578,-121.839202617333 53.2615301186664,-121.776505611312 53.2571932295609,-121.71645255444 53.245574392741,-121.661377246007 53.227125901614,-121.613412791676 53.2025650245332,-121.574407100504 53.1728451520342,-121.545851208588 53.1391176869692,-121.528823268133 53.102686373148,-121.523950130381 53.0649560376866))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lightning Creek, Barkerville District","Canada, British Columbia",NA,903787.565976368,1277641.02379018,"1999-01-27T00:00:00",21478,"POLYGON((-121.523950130381 53.0649560376866,-121.531387510019 53.027377891337,-121.550818824433 52.9913935917298,-121.581472012176 52.9583802366924,-121.622152987184 52.9295983337829,-121.671293891205 52.9061446053491,-121.727013959242 52.888911252978,-121.787190589827 52.8785530362577,-121.849538084123 52.8754632303555,-121.911691454119 52.8797592237166,-121.971292673223 52.8912782069096,-122.02607673253 52.9095830897256,-122.073954863259 52.9339784681764,-122.113092291688 52.9635361478448,-122.141977919676 52.9971294176046,-122.159483393508 53.0334749622763,-122.164909164974 53.0711810110175,-122.15801539256 53.1088000500572,-122.139035905853 53.1448841968855,-122.108673981806 53.1780411542291,-122.068079361069 53.2069885536823,-122.018806748591 53.230604478001,-121.962756954545 53.2479720320831,-121.902102776011 53.2584160239578,-121.839202617333 53.2615301186664,-121.776505611312 53.2571932295609,-121.71645255444 53.245574392741,-121.661377246007 53.227125901614,-121.613412791676 53.2025650245332,-121.574407100504 53.1728451520342,-121.545851208588 53.1391176869692,-121.528823268133 53.102686373148,-121.523950130381 53.0649560376866))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lightning Creek, Barkerville District","Canada, British Columbia",NA,903787.565976368,1277641.02379018,"1999-01-27T00:00:00",21478,"POLYGON((-121.523950130381 53.0649560376866,-121.531387510019 53.027377891337,-121.550818824433 52.9913935917298,-121.581472012176 52.9583802366924,-121.622152987184 52.9295983337829,-121.671293891205 52.9061446053491,-121.727013959242 52.888911252978,-121.787190589827 52.8785530362577,-121.849538084123 52.8754632303555,-121.911691454119 52.8797592237166,-121.971292673223 52.8912782069096,-122.02607673253 52.9095830897256,-122.073954863259 52.9339784681764,-122.113092291688 52.9635361478448,-122.141977919676 52.9971294176046,-122.159483393508 53.0334749622763,-122.164909164974 53.0711810110175,-122.15801539256 53.1088000500572,-122.139035905853 53.1448841968855,-122.108673981806 53.1780411542291,-122.068079361069 53.2069885536823,-122.018806748591 53.230604478001,-121.962756954545 53.2479720320831,-121.902102776011 53.2584160239578,-121.839202617333 53.2615301186664,-121.776505611312 53.2571932295609,-121.71645255444 53.245574392741,-121.661377246007 53.227125901614,-121.613412791676 53.2025650245332,-121.574407100504 53.1728451520342,-121.545851208588 53.1391176869692,-121.528823268133 53.102686373148,-121.523950130381 53.0649560376866))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Lightning Creek, Barkerville District","Canada, British Columbia",NA,903787.565976368,1277641.02379018,"1999-01-27T00:00:00",21478,"POLYGON((-121.523950130381 53.0649560376866,-121.531387510019 53.027377891337,-121.550818824433 52.9913935917298,-121.581472012176 52.9583802366924,-121.622152987184 52.9295983337829,-121.671293891205 52.9061446053491,-121.727013959242 52.888911252978,-121.787190589827 52.8785530362577,-121.849538084123 52.8754632303555,-121.911691454119 52.8797592237166,-121.971292673223 52.8912782069096,-122.02607673253 52.9095830897256,-122.073954863259 52.9339784681764,-122.113092291688 52.9635361478448,-122.141977919676 52.9971294176046,-122.159483393508 53.0334749622763,-122.164909164974 53.0711810110175,-122.15801539256 53.1088000500572,-122.139035905853 53.1448841968855,-122.108673981806 53.1780411542291,-122.068079361069 53.2069885536823,-122.018806748591 53.230604478001,-121.962756954545 53.2479720320831,-121.902102776011 53.2584160239578,-121.839202617333 53.2615301186664,-121.776505611312 53.2571932295609,-121.71645255444 53.245574392741,-121.661377246007 53.227125901614,-121.613412791676 53.2025650245332,-121.574407100504 53.1728451520342,-121.545851208588 53.1391176869692,-121.528823268133 53.102686373148,-121.523950130381 53.0649560376866))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Fourteen Mile Creek, Bowron River, Barkerville District","Canada, British Columbia",NA,942035.938564102,1297172.21334929,"1999-01-27T00:00:00",3127,"POLYGON((-121.46968590866 53.3994066226162,-121.47078581924 53.3939365419004,-121.473649423561 53.3886997665499,-121.478166125015 53.3838974184423,-121.48416199935 53.3797138722904,-121.491406531474 53.3763096971489,-121.499621488555 53.3738155165905,-121.50849158629 53.3723270188328,-121.517676542441 53.3719013040438,-121.526824063964 53.3725547054824,-121.535583282227 53.3742621658719,-121.543618135644 53.3769581923597,-121.550620200717 53.3805393545706,-121.556320491088 53.3848682325969,-121.560499779306 53.389778667257,-121.562997047008 53.3950821155129,-121.563715735011 53.4005748713661,-121.562627543739 53.4060458785015,-121.559773624337 53.4112848368472,-121.555263098972 53.4160902921852,-121.549268951642 53.4202773967554,-121.542021434515 53.4236850397664,-121.533799234858 53.4261820696937,-121.524918739592 53.4276723645281,-121.515721813884 53.4280985505128,-121.50656257304 53.4274442226531,-121.497793669854 53.4257345792653,-121.489752640355 53.4230354455445,-121.482748848291 53.4194507249144,-121.477051542937 53.41511837902,-121.472879497299 53.4102050949941,-121.470392627121 53.4048998496641,-121.46968590866 53.3994066226162))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",12,"near Beaver Lake, Barkerville District","Canada, British Columbia",NA,1169920.81598591,1905738.40327273,"1999-01-27T00:00:00",8879,"POLYGON((-111.676600492347 54.7109304320823,-111.678988317854 54.6953496112981,-111.686574443853 54.6803376097261,-111.699062278763 54.6664704144986,-111.715968478944 54.6542795307283,-111.736642040506 54.6442317699597,-111.760289509837 54.6367115654006,-111.786005316808 54.6320064550749,-111.812806090297 54.6302962522221,-111.839667710988 54.6316462861918,-111.865563788403 54.6360049510769,-111.889504215144 54.6432056474762,-111.91057244985 54.6529730489172,-111.927960211209 54.6649334723539,-111.940998329795 54.6786289855925,-111.949182605115 54.6935347474662,-111.952193654694 54.7090789533344,-111.949909922792 54.7246646535219,-111.942413238846 54.7396926302984,-111.929986577802 54.7535844644953,-111.91310397005 54.7658048999864,-111.892412827528 54.7758826262668,-111.868709280156 54.7834286481347,-111.842907435331 54.7881514970712,-111.816003762741 54.789868659248,-111.789038047378 54.7885137458003,-111.763052527421 54.7841391055077,-111.739050927192 54.7769137699264,-111.717959101076 54.7671168166671,-111.700588921745 54.7551264277934,-111.687606881689 54.741405097449,-111.679508643846 54.726481597177,-111.676600492347 54.7109304320823))","Canada"
"CA","British Columbia","Animalia, Chordata, Mammalia, Carnivora, Felidae, Lynx, Lynx canadensis,",1,"Isaacs Lake, Barkerville District","Canada, British Columbia",NA,920607.554072979,1338623.70732019,"1999-01-27T00:00:00",24052,"POLYGON((-120.557088543316 53.1764653844777,-120.566382624504 53.1344649375998,-120.589091915905 53.0943576913265,-120.624312610605 53.0576772990099,-120.670672087833 53.0258228292767,-120.726384448294 53.0000066045641,-120.789319704122 52.9812093938497,-120.857083912583 52.9701444166833,-120.927107450443 52.9672312942568,-120.996738594869 52.9725807524645,-121.063339572572 52.9859905464536,-121.124382237987 53.0069527381216,-121.177540532662 53.0346721180339,-121.220776864781 53.0680952217941,-121.252419546718 53.1059490495481,-121.27122846825 53.146788259816,-121.27644630102 53.1890492823009,-121.267832767034 53.2311094898191,-121.245679898459 53.2713493025005,-121.210806794704 53.3082148872037,-121.164533153344 53.3402789834362,-121.108631795166 53.3662973556059,-121.045261471609 53.3852584584393,-120.976882357701 53.3964241190524,-120.906157696079 53.3993593861145,-120.83584596009 53.3939501618324,-120.768688546537 53.38040779108,-120.70729831612 53.3592603978149,-120.654054235289 53.3313313887329,-120.611006945247 53.2977061429497,-120.579799344063 53.2596884334319,-120.561605302036 53.2187485489278,-120.557088543316 53.1764653844777))","Canada"
